"","X","FlightNum","depart","arrive","dehour","deminute","arhour","arminute","label","locate","city"
"1855",1855,"MU3657","上海虹桥T2","北京T2",22,30,0,35,90,"国内","北京"
"1856",1856,"MF4737","上海虹桥T2","北京T2",22,30,0,35,90,"国内","北京"
"1857",1857,"CA5233","上海浦东T2","伊斯坦布尔I",22,45,5,25,91,"国际及港澳台","伊斯坦布尔"
"1858",1858,"TK27","上海浦东T2","伊斯坦布尔I",22,45,5,25,91,"国际及港澳台","伊斯坦布尔"
"1859",1859,"3U8412","上海浦东T2","三亚",22,50,1,55,91,"国内","三亚"
"1860",1860,"SC4688","上海虹桥T2","青岛T1",22,55,0,30,91,"国内","青岛"
"1861",1861,"CA4688","上海虹桥T2","青岛T1",22,55,0,30,91,"国内","青岛"
"1862",1862,"W576","上海浦东T2","德黑兰",23,0,6,0,92,"国际及港澳台","德黑兰"
"1863",1863,"CA4868","上海浦东T2","烟台",23,5,0,55,92,"国内","烟台"
"1864",1864,"HU7610","上海浦东T2","北京T1",23,5,1,20,92,"国内","北京"
"1865",1865,"9C8971","上海浦东T2","普吉岛",23,5,3,15,92,"国际及港澳台","普吉岛"
"1866",1866,"DZ6272","上海浦东","深圳T3",23,15,1,50,93,"国内","深圳"
"1867",1867,"MU8661","上海浦东T1","巴黎",23,20,5,35,93,"国际及港澳台","巴黎"
"1868",1868,"KL2110","上海浦东T1","巴黎",23,20,5,35,93,"国际及港澳台","巴黎"
"1869",1869,"AF111","上海浦东T1","巴黎",23,20,5,35,93,"国际及港澳台","巴黎"
"1870",1870,"UA156","上海浦东T2","关岛",23,25,5,55,93,"国际及港澳台","关岛"
"1871",1871,"9C8521","上海浦东T2","曼谷D",23,30,3,20,94,"国际及港澳台","曼谷"
"1872",1872,"CA6231","上海浦东T2","法兰克福",23,35,5,20,94,"国际及港澳台","法兰克福"
"1873",1873,"LH733","上海浦东T2","法兰克福",23,35,5,20,94,"国际及港澳台","法兰克福"
"1874",1874,"CA6227","上海浦东T2","慕尼黑",23,35,5,35,94,"国际及港澳台","慕尼黑"
"1875",1875,"LH727","上海浦东T2","慕尼黑",23,35,5,35,94,"国际及港澳台","慕尼黑"
"1876",1876,"9C8973","上海浦东T2","普吉岛",23,40,4,15,94,"国际及港澳台","普吉岛"
"1877",1877,"MU211","上海浦东T1","马尼拉",23,45,3,40,95,"国际及港澳台","马尼拉"
"1878",1878,"HO1321","上海浦东T2","普吉岛",23,45,3,45,95,"国际及港澳台","普吉岛"
"1879",1879,"QF4063","上海浦东T1","新加坡",23,50,5,25,95,"国际及港澳台","新加坡"
"1880",1880,"MU543","上海浦东T1","新加坡",23,50,5,25,95,"国际及港澳台","新加坡"
"1881",1881,"MU597","上海浦东T1","温哥华",23,50,19,10,95,"国际及港澳台","温哥华"
